label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
0|2046|1035|1994|"223|1997"|versioning and configuration management object oriented data model edward sciore vldb|optimizing queries with universal quantification object oriented and object relational databases jens clau alfons kemper guido moerkotte klaus peithner very large data bases|43|49|54|14|24|5|0.35714285714285715|0.20833333333333334
0|256|497|1998|2000|incremental clustering for mining data warehousing environment xiaowei michael wimmer sander martin ester hans peter kriegel vldb|tracing the lineage view data warehousing environment yingwei cui jennifer widom janet wiener acm transactions database systems tods|55|54|55|22|23|5|0.22727272727272727|0.21739130434782608
0|797|368|"7|2002"|2001|mpeg and multimedia database systems harald kosch sigmod record|standard for multimedia databases john smith international conference management data|50|53|57|9|13|1|0.1111111111111111|0.07692307692307693
0|742|1938|1998|1995|the araneus web base management system sigmod conference giansalvatore mecca paolo merialdo alessandro masci paolo atzeni giuseppe sindoni|using the calanda time series management system werner dreyer angelika kotz dittrich duri schmidt international conference management data|47|50|48|17|19|4|0.23529411764705882|0.21052631578947367
0|2096|1622|1995|"1990|1994"|managing intra operator parallelism parallel database systems david dewitt manish mehta vldb|parallel database systems the michael carey international conference management data|44|56|44|14|15|5|0.35714285714285715|0.3333333333333333
0|2298|1160|1996|1997|two techniques for line index modification shared nothing parallel databases sigmod conference shamkant navathe kiran achyutuni edward omiecinski|data placement shared nothing parallel database systems manish mehta david dewitt the vldb journal the international journal very large data bases|50|52|54|22|21|6|0.2857142857142857|0.2727272727272727
0|529|1187|2001|2002|towards knowledge based digital libraries manfred jeusfeld ling feng jeroen hoppenbrouwers sigmod record|authorization system for digital libraries ferrari adam atluri bertino capuozzo the vldb journal the international journal very large data bases|43|44|47|14|25|2|0.14285714285714285|0.08
0|1229|56|"2|2002"|"214|1999"|business data management for electronic commerce manfred jeusfeld mareike schoop christoph quix sigmod record|data management issues electronic commerce tamer zsu international conference management data|52|49|54|16|13|4|0.3076923076923077|0.25
0|470|378|1998|1996|database system for real time event aggregation telecommunication vldb henry korth jerry baulier abraham silberschatz stephen blott|improving timeliness real time secure database systems acm sigmod record sang son rasikan david bhavani thuraisingham|38|49|41|20|18|4|0.2222222222222222|0.2
0|2062|303|2000|2001|optimizing multiple dimensional queries simultaneously multidimensional databases jeffrey weifa liang maria orlowska vldb|locally adaptive dimensionality reduction for indexing large time series databases eamonn keogh kaushik chakrabarti michael pazzani sharad mehrotra international conference management data|43|43|46|18|24|1|0.05555555555555555|0.041666666666666664
0|1933|1667|1998|1994|web site management database problem daniela florescu dan suciu alon levy vldb|the ores temporal database management system babis theodoulidis aziz ait braham george andrianopoulos jayant chaudhary george karvelis simon sou international conference management data|39|41|45|15|23|2|0.13333333333333333|0.08695652173913043
0|1491|176|1995|1998|declarative updates relational databases weidong chen acm trans database syst|java and relational databases tutorial sqlj international conference management data gray clossman phil shaw mark hapner johannes klein richard pledereder brian becker|40|41|51|11|24|3|0.2727272727272727|0.125
1|1638|1642|1994|1994|self adaptive line reclustering complex object data william mciver roger king sigmod conference|self adaptive line reclustering complex object data international conference management data william mciver roger king|73|82|71|17|18|16|0.9411764705882353|0.8888888888888888
0|994|104|1999|1999|probabilistic optimization top queries donko donjerkovic raghu ramakrishnan vldb|optimization queries with user defined predicates surajit chaudhuri kyuseok shim acm transactions database systems tods|44|47|48|11|17|3|0.2727272727272727|0.17647058823529413
0|953|2|1996|1999|accessing relational databases from the world wide web sigmod conference tam nguyen srinivasan|world wide database integrating the web corba and databases international conference management data athman bouguettaya boualem benatallah lily hendra james beard kevin smith mourad quzzani|42|49|50|14|27|6|0.42857142857142855|0.2222222222222222
0|2576|863|1995|2000|database interface for file updates tova milo serge abiteboul sophie cluet sigmod conference|semantic access semantic interface for querying databases naphtali rishe jun yuan rukshan athauda shu ching chen xiaoling xiaobin alexander vaschillo artyom shaposhnikov dmitry vasilevsky very large data bases|38|40|50|14|29|2|0.14285714285714285|0.06896551724137931
0|2369|589|1999|"252|1994"|selectivity estimation spatial databases viswanath poosala sridhar ramaswamy swarup acharya sigmod conference|introduction spatial database systems ralf hartmut ting the vldb journal the international journal very large data bases|42|42|43|13|19|1|0.07692307692307693|0.05263157894736842
0|2402|894|2003|"246|2000"|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|managing intervals efficiently object relational databases hans peter kriegel marco tke thomas seidl very large data bases|40|51|42|18|19|3|0.16666666666666666|0.15789473684210525
0|1481|162|1996|1998|database management systems and the internet susan malaika vldb|filenet integrated document management database usage and issues daniel whelan international conference management data|43|48|57|9|16|3|0.3333333333333333|0.1875
0|2471|2053|2002|2003|shooting stars the sky online algorithm for skyline queries vldb donald kossmann frank ramsak steffen rost|optimal and progressive algorithm for skyline queries dimitris papadias yufei tao greg bernhard seeger international conference management data|49|48|53|18|22|5|0.2777777777777778|0.22727272727272727
1|1257|2175|2003|2003|index driven similarity search metric spaces acm trans database syst sli hjaltason hanan samet|index driven similarity search metric spaces gisli hjaltason hanan samet acm transactions database systems tods|69|88|75|17|18|13|0.7647058823529411|0.7222222222222222
0|39|562|2003|2002|database research arlington sigmod record sharma chakravarthy alp aslandogan ramez elmasri leonidas fegaras jung hwan|database research the university illinois urbana champaign winslett chang doan han zhai zhou acm sigmod record|48|50|48|19|24|6|0.3157894736842105|0.25
0|2095|952|1996|1997|query caching and optimization distributed mediator systems sibel adali yannis papakonstantinou selÃ candan subrahmanian sigmod conference|dataguides enabling query formulation and optimization semistructured databases roy goldman jennifer widom very large data bases|48|42|50|21|17|4|0.23529411764705882|0.19047619047619047
0|1217|1831|2001|1997|smooth distributed multimedia database system christian hanin roland tusch carmen riedler harald kosch margit lang szlÃ szÃ rmÃ nyi christian hofbauer alexander bachlechner vldb|revisiting commit processing distributed database systems ramesh gupta jayant haritsa krithi ramamritham international conference management data|46|47|46|26|19|2|0.10526315789473684|0.07692307692307693
1|94|1609|1995|1995|space optimization deductive databases acm trans database syst sudarshan divesh srivastava raghu ramakrishnan jeffrey naughton|space optimization deductive databases divesh srivastava sudarshan raghu ramakrishnan jeffrey naughton acm transactions database systems tods|70|94|74|18|20|16|0.8888888888888888|0.8
0|2364|1145|2001|1996|materialized view selection and maintenance using multi query optimization sigmod conference krithi ramamritham hoshi mistry prasan roy sudarshan|incremental maintenance externally materialized views martin staudt matthias jarke very large data bases|43|44|46|19|14|2|0.14285714285714285|0.10526315789473684
0|1089|1637|1999|1994|optimization queries with user defined predicates kyuseok shim surajit chaudhuri acm trans database syst|optimizing queries files mariano consens tova milo international conference management data|46|40|47|15|14|2|0.14285714285714285|0.13333333333333333
0|2395|742|"98|1998"|"2001|2002"|webdb international workshop the web and databases alberto mendelzon paolo atzeni sigmod record|report the acm fourth international workshop data warehousing and olap dolap acm sigmod record joachim hammer|55|62|59|15|16|7|0.4666666666666667|0.4375
0|1634|2182|1995|2003|incremental maintenance views with duplicates sigmod conference leonid libkin timothy griffin|incremental computation and maintenance temporal aggregates jun yang jennifer widom the vldb journal the international journal very large data bases|44|48|50|12|20|3|0.25|0.15
0|58|1026|1998|1997|the multidimensional database system rasdaman andreas dehmel peter baumann norbert widmann roland ritsch paula furtado sigmod conference|foundation for multi dimensional databases marc gyssens laks lakshmanan very large data bases|49|44|53|17|16|0|0.0|0.0
0|1546|1898|2003|1996|grid data management systems services reagan moore arun jagatheesan paul watson norman paton vldb|the mariposa distributed database management system acm sigmod record jeff sidell|46|52|49|15|11|1|0.09090909090909091|0.06666666666666667
0|2595|2019|1997|2003|foundation for multi dimensional databases laks lakshmanan marc gyssens vldb|system for watermarking relational databases rakesh agrawal peter haas jerry kiernan international conference management data|45|41|50|13|19|3|0.23076923076923078|0.15789473684210525
1|406|718|2002|2002|the xxl search engine ranked retrieval xml data using indexes and ontologies anja theobald gerhard weikum sigmod conference|the xxl search engine ranked retrieval xml data using indexes and ontologies anja theobald gerhard weikum international conference management data|87|85|91|19|21|18|0.9473684210526315|0.8571428571428571
0|2494|463|1997|2000|exact extensible approach active object oriented databases vldb arturo jaime oscar|algebraic approach static analysis active database rules acm transactions database systems tods elena baralis jennifer widom|47|50|51|16|19|4|0.25|0.21052631578947367
1|1421|1029|1997|1997|critical database technologies for high energy physics david malon edward may vldb|critical database technologies for high energy physics david malon edward may very large data bases|91|88|97|14|17|13|0.9285714285714286|0.7647058823529411
0|620|53|2001|1999|case for dynamic view management acm trans database syst nick roussopoulos yannis kotidis|dynamat dynamic view management system for data warehouses yannis kotidis nick roussopoulos international conference management data|60|67|69|14|17|9|0.6428571428571429|0.5294117647058824
1|1651|694|2002|2002|exploiting statistics query expressions for optimization sigmod conference nicolas bruno surajit chaudhuri|exploiting statistics query expressions for optimization nicolas bruno surajit chaudhuri international conference management data|74|83|83|13|16|12|0.9230769230769231|0.75
0|2152|1495|1997|1995|the impact technology commercial transaction processing vldb edward cobb|enterprise transaction processing windows greg hope international conference management data|42|51|46|13|13|4|0.3076923076923077|0.3076923076923077
0|2108|1135|1996|1996|olap relational and multidimensional database systems george colliat sigmod record|schemasql language for interoperability relational multi database systems very large data bases laks lakshmanan fereidoon sadri iyer subramanian|45|46|57|10|23|3|0.3|0.13043478260869565
0|1892|2201|2001|1994|query optimization compressed database systems zhiyuan chen flip korn johannes gehrke sigmod conference|query optimization predicate move around alon levy inderpal singh mumick yehoshua sagiv very large data bases|48|48|48|14|18|2|0.14285714285714285|0.1111111111111111
0|1347|640|1997|2002|dataguides enabling query formulation and optimization semistructured databases vldb roy goldman jennifer widom|rate based query optimization for streaming information sources stratis viglas jeffrey naughton international conference management data|45|50|48|14|20|2|0.14285714285714285|0.1
0|438|940|1996|1997|optimizing queries over multimedia repositories sigmod conference luis gravano surajit chaudhuri|optimizing queries across diverse data sources very large data bases laura haas donald kossmann edward wimmers jun yang|47|46|51|11|19|2|0.18181818181818182|0.10526315789473684
0|393|1918|2003|1997|data grid management systems arun jagatheesan arcot rajasekar sigmod conference|data management for earth system science james frew jeff dozier acm sigmod record|57|59|58|10|13|3|0.3|0.23076923076923078
0|1401|810|2001|1999|mining multi dimensional constrained gradients data cubes jiawei han wang joyce lam guozhu dong jian pei vldb|explaining differences multidimensional aggregates sunita sarawagi very large data bases|49|43|51|21|11|2|0.18181818181818182|0.09523809523809523
0|1220|1217|1998|2000|simultaneous optimization and evaluation multiple dimensional queries amit shukla jeffrey naughton yihong zhao prasad deshpande sigmod conference|optimizing multiple dimensional queries simultaneously multidimensional databases weifa liang maria orlowska jeffrey the vldb journal the international journal very large data bases|45|51|49|19|25|4|0.21052631578947367|0.16
0|747|476|2001|"233|244|233|2001"|vqbd exploring semistructured data jihwang yeo sudarshan chawathe thomas baby sigmod conference|constraints for semistructured data and xml peter buneman wenfei fan sim scott weinstein acm sigmod record|51|48|52|13|20|3|0.23076923076923078|0.15
0|158|752|1996|2002|the tree index structure for high dimensional data hans peter kriegel stefan berchtold daniel keim vldb|the design retrieval technique for high dimensional data tertiary storage acm sigmod record ratko orlandic jack lukaszuk craig swietlik|55|48|57|19|22|6|0.3157894736842105|0.2727272727272727
0|2540|2276|1994|2003|join index hierarchies for supporting efficient navigations object oriented databases jiawei han zhaohui xie vldb|cost driven vertical class partitioning for methods object oriented databases chi wai fung kamalakar karlapalem qing the vldb journal the international journal very large data bases|46|46|54|16|27|6|0.375|0.2222222222222222
0|7|577|1998|1994|enhanced abstract data types object relational databases vldb praveen seshadri|efficiently instantiating view objects from remote relational databases byung suk lee gio wiederhold the vldb journal the international journal very large data bases|45|48|57|12|22|4|0.3333333333333333|0.18181818181818182
0|2553|2063|1998|2003|improving adaptable similarity query processing using approximations hans peter kriegel bernhard braunmÃ ller thomas seidl mihael ankerst vldb|dynamic sample selection for approximate query processing brian babcock surajit chaudhuri gautam das international conference management data|46|46|47|19|19|2|0.10526315789473684|0.10526315789473684
0|1291|2105|2001|2001|answering queries using views survey vldb alon halevy|minicon scalable algorithm for answering queries using views the vldb journal the international journal very large data bases rachel pottinger alon halevy|50|49|73|11|22|8|0.7272727272727273|0.36363636363636365
1|1561|322|1996|1996|lifestreams storage model for personal data eric freeman david gelernter sigmod record|lifestreams storage model for personal data eric freeman david gelernter acm sigmod record|98|98|95|13|14|13|1.0|0.9285714285714286
1|492|2112|2003|"214|2003"|new partnership with acm and update the journal tamer zsu vldb|new partnership with acm and update the journal tamer zsu the vldb journal the international journal very large data bases|69|69|94|15|18|13|0.8666666666666667|0.7222222222222222
0|1317|680|2000|2002|efficient algorithms for mining outliers from large data sets kyuseok shim sridhar ramaswamy rajeev rastogi sigmod conference|efficient algorithms for minimizing tree pattern queries prakash ramanan international conference management data|57|60|55|17|15|5|0.3333333333333333|0.29411764705882354
0|1346|2010|1997|"199|2003"|data management for earth system science james frew jeff dozier sigmod record|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|34|34|49|12|35|3|0.25|0.08571428571428572
0|2602|1857|1995|1997|metu interoperable database system ebru kilic pinar koksal cem evrendilek ugur halici sema mancuhan kesim asuman dogac cevdet dengi sena nural khan zhan fatma ozcan ismailcem budak arpinar sigmod record|probview flexible probabilistic database system laks lakshmanan nicola leone robert ross subrahmanian acm transactions database systems tods|45|42|44|33|20|2|0.1|0.06060606060606061
0|856|340|1999|2002|capturing and querying multiple aspects semistructured data curtis dyreson michael hlen christian jensen vldb|distributed query evaluation semistructured data acm transactions database systems tods dan suciu|51|44|53|19|13|2|0.15384615384615385|0.10526315789473684
1|1424|1540|1995|1995|informix online xps sigmod conference robert gerber|informix online xps bob gerber international conference management data|60|62|62|8|11|5|0.625|0.45454545454545453
0|1934|1423|2003|1995|the zero delay data warehouse mobilizing heterogeneous databases vldb eva|declustering databases heterogeneous disk systems ling tony chen doron rotem sidhar seshadri very large data bases|43|53|49|12|17|3|0.25|0.17647058823529413
0|2318|863|1995|2000|semantic assumptions and query evaluation temporal databases sushil jajodia xiaoyang sean wang elisa bertino claudio bettini sigmod conference|semantic access semantic interface for querying databases naphtali rishe jun yuan rukshan athauda shu ching chen xiaoling xiaobin alexander vaschillo artyom shaposhnikov dmitry vasilevsky very large data bases|44|47|50|19|29|2|0.10526315789473684|0.06896551724137931
0|1587|2248|1994|"233|241|237|2003"|data replication for mobile computers sigmod conference prasad sistla ouri wolfson yixiu huang|are quorums alternative for data replication acm transactions database systems tods ricardo jim nez peris pati mart nez gustavo alonso bettina kemme|41|45|49|14|25|3|0.21428571428571427|0.12
1|832|1412|2001|2001|sequential pattern query language for supporting instant data mining for services reza sadri amir zarkesh jafar adibi carlo zaniolo vldb|sequential pattern query language for supporting instant data mining for services reza sadri carlo zaniolo amir zarkesh jafar adibi very large data bases|86|92|88|22|24|21|0.9545454545454546|0.875
0|1998|757|1995|2002|eager aggregation and lazy aggregation weipeng yan per larson vldb|software service asp and asp aggregation christoph bussler international conference management data|46|43|51|12|15|2|0.16666666666666666|0.13333333333333333
1|1846|862|"2|2000"|"2|2000"|panel future directions database research the vldb broadening strategy part michael brodie vldb|panel future directions database research the vldb broadening strategy part michael brodie very large data bases|92|89|97|14|18|14|1.0|0.7777777777777778
0|78|2249|1994|1994|the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference|empirical performance study the ingres search accelerator for large property management database system sarabjot anand david bell john hughes very large data bases|41|48|43|20|27|4|0.2|0.14814814814814814
1|240|1583|1995|1995|the database group university hagen fernuniversitaet silke mittrach gunter schlageter thomas berkel andreas scherer eberhard heuel wolfgang wilkes sigmod record|the database group university hagen gunter schlageter thomas berkel eberhard heuel silke mittrach andreas scherer wolfgang wilkes acm sigmod record|75|93|70|22|22|21|0.9545454545454546|0.9545454545454546
0|1061|1918|2001|1997|data management for pervasive computing mitch cherniack stanley zdonik michael franklin vldb|data management for earth system science james frew jeff dozier acm sigmod record|50|46|52|14|13|3|0.23076923076923078|0.21428571428571427
0|1644|1052|2000|1996|the implementation and performance compressed databases till westmann sven helmer guido moerkotte donald kossmann sigmod record|the design and implementation sequence database system praveen seshadri miron livny raghu ramakrishnan very large data bases|49|52|49|17|19|4|0.23529411764705882|0.21052631578947367
0|1552|1581|2003|1995|the computation relational view complements gottfried vossen jens lechtenbÃ rger acm trans database syst|incremental computation nested relational query expressions acm transactions database systems tods lars baekgaard leo mark|52|60|56|16|17|6|0.375|0.35294117647058826
0|2470|2101|2001|2001|editorial richard snodgrass acm trans database syst|guest editorial amr abbadi gunter schlageter kyu young whang the vldb journal the international journal very large data bases|41|40|51|8|19|1|0.125|0.05263157894736842
0|1481|1051|1996|1996|database management systems and the internet susan malaika vldb|dwms data warehouse management system narendra mohan very large data bases|60|53|62|9|10|1|0.1111111111111111|0.1
0|1788|1046|2003|1996|supporting top join queries relational databases walid aref ahmed elmagarmid ihab ilyas vldb|querying multiple features groups relational databases damianos chatziantoniou kenneth ross very large data bases|51|47|52|17|17|3|0.17647058823529413|0.17647058823529413
0|78|488|1994|2000|the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference|the mlpq gis constraint database system peter revesz rui chen pradip kanjamala yiming yuguo liu yonghui wang international conference management data|46|44|45|20|24|5|0.25|0.20833333333333334
1|812|318|2001|2001|dynamic buffer allocation video demand systems sigmod conference kyu young whang yang sae moon yeol song sang lee|dynamic buffer allocation video demand systems sang lee kyu young whang yang sae moon yeol song international conference management data|79|85|86|22|25|21|0.9545454545454546|0.84
0|1950|202|1996|1999|the computation multidimensional aggregates vldb sunita sarawagi ashish gupta rakesh agrawal prasad deshpande jeffrey naughton sameet agarwal raghu ramakrishnan|approximate computation multidimensional aggregates sparse data using wavelets jeffrey scott vitter min wang international conference management data|55|52|55|22|18|6|0.3333333333333333|0.2727272727272727
0|1118|1419|1996|1994|index nesting efficient approach indexing object oriented databases jiawei han beng chin ooi hongjun kian lee tan vldb|naos efficient and modular reactive capabilities object oriented database system christine collet thierry coupaye svensen very large data bases|52|47|53|23|22|5|0.22727272727272727|0.21739130434782608
0|1985|346|1996|2002|static detection security flaws object oriented databases keishi tajima sigmod conference|logical foundation for deductive object oriented databases mengchi liu gillian dobbie tok wang ling acm transactions database systems tods|50|53|57|13|21|3|0.23076923076923078|0.14285714285714285
0|542|1016|1997|1998|optimizing queries with universal quantification object oriented and object relational databases guido moerkotte jens clauÃen klaus peithner alfons kemper vldb|bulk loading techniques for object databases and application relational data very large data bases sihem amer yahia sophie cluet claude delobel|48|46|49|20|22|4|0.2|0.18181818181818182
0|2302|1912|2002|1997|logical foundation for deductive object oriented databases mengchi liu tok wang ling gillian dobbie acm trans database syst|extraction object oriented structures from existing relational databases acm sigmod record shekar ramanathan julia hodges|47|48|47|19|16|4|0.25|0.21052631578947367
1|1477|984|1998|1998|the discovery interesting patterns association rules sridhar ramaswamy sameer mahajan abraham silberschatz vldb|the discovery interesting patterns association rules very large data bases sridhar ramaswamy sameer mahajan abraham silberschatz|89|91|82|16|19|15|0.9375|0.7894736842105263
0|1690|1674|2002|1994|partial results for online query processing joseph hellerstein vijayshankar raman sigmod conference|genesys system for efficient spatial query processing thomas brinkhoff hans peter kriegel ralf schneider bernhard seeger international conference management data|46|47|50|13|23|4|0.3076923076923077|0.17391304347826086
0|797|1692|"7|2002"|"246|1994"|mpeg and multimedia database systems harald kosch sigmod record|metadata for multimedia documents klemens thomas rakow acm sigmod record|63|59|59|9|13|3|0.3333333333333333|0.23076923076923078
0|229|1872|1994|1996|the aditi deductive database system kotagiri ramamohanarao david kemp jayen vaghani tim leask james harland peter stuckey zoltan somogyi vldb|the active database management system manifesto rulebase adbms features acm sigmod record corporate act net consortium|48|41|50|23|18|3|0.16666666666666666|0.13043478260869565
0|1798|1581|2003|1995|incremental computation and maintenance temporal aggregates jun yang jennifer widom vldb|incremental computation nested relational query expressions acm transactions database systems tods lars baekgaard leo mark|50|48|54|13|17|3|0.23076923076923078|0.17647058823529413
0|946|865|"2|2002"|2000|information integration and xml ibm vldb patricia selinger|case based approach information integration very large data bases maurizio panti luca spalazzi alberto giretti|48|48|59|12|17|2|0.16666666666666666|0.11764705882352941
0|1466|1675|1995|"233|1994"|document management database problem rudolf bayer vldb|open object database management systems international conference management data jos blakeley|42|51|49|9|13|3|0.3333333333333333|0.23076923076923078
0|430|1174|1995|1997|the hbp tree modified tree supporting concurrency recovery and node consolidation georgios evangelidis betty salzberg david lomet vldb|the tree multi attribute index supporting concurrency recovery and node consolidation georgios evangelidis david lomet betty salzberg the vldb journal the international journal very large data bases|72|75|80|20|28|17|0.85|0.6071428571428571
0|2210|1681|1995|1994|generalized search trees for database systems jeffrey naughton avi pfeffer joseph hellerstein vldb|research issues databases for arcs active rapidly changing data systems anindya datta acm sigmod record|42|43|42|15|16|2|0.13333333333333333|0.125
0|285|2138|1998|2003|information director message alberto mendelzon sigmod record|information rules dale stirling acm sigmod record|64|56|57|9|8|3|0.375|0.3333333333333333
0|1542|1205|1997|1996|extraction object oriented structures from existing relational databases julia hodges shekar ramanathan sigmod record|index nesting efficient approach indexing object oriented databases beng chin ooi jiawei han hongjun kian lee tan the vldb journal the international journal very large data bases|43|43|48|16|30|3|0.1875|0.1
0|1530|1794|2001|1998|robust optimization based approach for approximate answering aggregate queries vivek narasayya gautam das surajit chaudhuri sigmod conference|new sampling based summary statistics for improving approximate query answers phillip gibbons yossi matias international conference management data|46|51|47|20|21|5|0.25|0.23809523809523808
0|1007|1434|"1|2000"|1994|panel future directions database research the vldb broadening strategy part hans schek vldb|scientific databases state the art and future directions maria zemankova yannis ioannidis very large data bases|44|56|45|15|18|4|0.26666666666666666|0.2222222222222222
0|274|655|"17|2002|2003"|"18|2002"|report the brazilian symposium database systems sbbd nina edelweiss ana carolina salgado sigmod record|report the british national conference databases bncod acm sigmod record carole goble brian read|56|61|55|16|16|6|0.375|0.375
0|545|1472|1997|1995|data placement shared nothing parallel database systems manish mehta david dewitt vldb|managing intra operator parallelism parallel database systems manish mehta david dewitt very large data bases|71|70|75|14|17|10|0.7142857142857143|0.5882352941176471
0|2085|1333|1999|2001|scalable and highly available networked database architecture angelo pruscino rafiul ahad roger bamford vldb|online scaling highly available database svein erik bratsberg rune humborstad very large data bases|53|50|53|15|16|4|0.26666666666666666|0.25
0|987|4|1994|1999|open object database management systems josÃ blakeley sigmod conference|the ccube constraint object oriented database system alexander brodsky victor segal jia chen paval exarkhopoulo international conference management data|43|52|53|10|23|5|0.5|0.21739130434782608
0|1397|1189|2000|2001|guest editorial databases and the web alberto mendelzon paolo atzeni vldb|guest editorial fabio casati ming chien shan dimitrios georgakopoulos the vldb journal the international journal very large data bases|48|47|56|13|18|4|0.3076923076923077|0.2222222222222222
0|387|927|2002|2003|reminiscences influential papers sigmod record kenneth ross kyuseok shim mary fernandez|reminiscences influential papers kenneth ross acm sigmod record|74|81|75|14|10|9|0.9|0.6428571428571429
0|2048|585|2001|1994|modeling high dimensional index structures using sampling christian lang ambuj singh sigmod conference|the tree index structure for high dimensional data king lin jagadish christos faloutsos the vldb journal the international journal very large data bases|43|47|49|15|25|3|0.2|0.12
0|420|0|1996|"2|1999"|dwms data warehouse management system narendra mohan vldb|the wasa object oriented workflow management system gottfried vossen mathias weske international conference management data|42|46|56|8|16|3|0.375|0.1875
0|1279|1114|2003|1995|the costs multilingualism database systems vldb kumaran jayant haritsa|promises and realities active database systems very large data bases eric simon angelika kotz dittrich|48|46|52|14|16|3|0.21428571428571427|0.1875
1|1738|1318|2001|2001|vxmlr visual xml relational database system aoying zhou wenyun shihui zheng hongjun yuqi liang zengping tian long zhang vldb|vxmlr visual xml relational database system aoying zhou hongjun shihui zheng yuqi liang long zhang wenyun zengping tian very large data bases|76|90|77|22|25|21|0.9545454545454546|0.84
1|1675|1261|1999|"1999|263"|deadlock detection distributed database systems new algorithm and comparative performance analysis alfons kemper ehud gudes natalija krivokapic vldb|deadlock detection distributed database systems new algorithm and comparative performance analysis the vldb journal the international journal very large data bases natalija krivokapi alfons kemper ehud gudes|76|83|80|21|28|19|0.9047619047619048|0.6785714285714286
0|2354|765|2002|2002|eye visual clustering high dimensional data sigmod conference daniel keim markus wawryniuk alexander hinneburg|xmdvtool visual interactive data exploration and trend discovery high dimensional data sets elke rundensteiner matthew ward jing yang punit doshi international conference management data|45|50|53|17|27|7|0.4117647058823529|0.25925925925925924
0|1102|658|1994|2002|relaxed transaction processing darrell woelk munindar singh christine tomlinson sigmod conference|databases and transaction processing application oriented approach philip lewis arthur bernstein michael kifer acm sigmod record|53|49|54|12|18|3|0.25|0.16666666666666666
0|1649|2086|2000|2003|xmill efficient compressor for xml data hartmut liefke dan suciu sigmod conference|xpress queriable compression for xml data jun min myung jae park chin wan chung international conference management data|52|54|53|13|21|4|0.3076923076923077|0.19047619047619047
0|857|1825|2001|1997|aggregate maintenance for data warehousing informix red brick vista latha colby gopal mulagund richard cole craig bunker william mckenna david wilhite vldb|efficient view maintenance data warehouses agrawal abbadi singh yurek international conference management data|45|47|47|26|19|2|0.10526315789473684|0.07692307692307693
0|2209|1771|1997|1998|temporal aggregation active database rules sigmod conference iakovos motakis carlo zaniolo|mining fuzzy association rules databases acm sigmod record chan man kuok ada man hon wong|48|51|48|12|16|3|0.25|0.1875
0|1019|1123|1995|1996|the software information base server for reuse panos constantopoulos yannis vassiliou matthias jarke john mylopoulos vldb|the structured information manager database system for sgml documents ron sacks davis very large data bases|50|50|53|18|17|4|0.23529411764705882|0.2222222222222222
0|30|1005|1999|1998|database patchwork the internet reinhard braumandl alfons kemper donald kossmann sigmod conference|determining text databases search the internet very large data bases weiyi meng king lup liu clement xiaodong wang yuhsi chang naphtali rishe|47|43|51|13|26|2|0.15384615384615385|0.07692307692307693
0|847|1074|2002|1997|efficient similarity search for market basket data vldb alexandros nanopoulos yannis manolopoulos|efficient user adaptable similarity search large multimedia databases very large data bases thomas seidl hans peter kriegel|52|51|53|13|17|4|0.3076923076923077|0.23529411764705882
0|289|2010|"100|1994"|"199|2003"|constructing the next database management systems andreas geppert klaus dittrich sigmod record|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|37|39|49|13|35|2|0.15384615384615385|0.05714285714285714
0|1870|1667|1995|1994|using the calanda time series management system werner dreyer angelika kotz dittrich duri schmidt sigmod conference|the ores temporal database management system babis theodoulidis aziz ait braham george andrianopoulos jayant chaudhary george karvelis simon sou international conference management data|43|48|45|16|23|4|0.25|0.17391304347826086
0|688|1194|1997|1996|strudel web site management system alon levy mary fernandez jaewoo kang daniela florescu dan suciu sigmod conference|building knowledge base management systems john mylopoulos vinay chaudhri dimitris plexousakis adel shrufi thodoros topologlou the vldb journal the international journal very large data bases|42|43|46|20|24|1|0.05|0.041666666666666664
0|1516|91|2002|1999|archiving scientific data sanjeev khanna peter buneman wang chiew tan keishi tajima sigmod conference|distributed scientific data archive using the web xml and sql med mark papiani jasmin wason alistair dunlop denis nicole acm sigmod record|50|48|48|14|25|3|0.21428571428571427|0.12
1|380|1070|1998|1998|koda the architecture and interface data model independent kernel gopalan arun ashok joshi vldb|koda the architecture and interface data model independent kernel gopalan arun ashok joshi very large data bases|92|89|97|16|18|15|0.9375|0.8333333333333334
0|1939|1119|2000|"2|235|1995"|object database evolution using separation concerns peter sawyer awais rashid sigmod record|schema and database evolution the object database system fabrizio ferrandina thorsten meyer roberto zicari guy ferran lle madec very large data bases|45|43|53|13|24|3|0.23076923076923078|0.125
